Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),SNOW (in),TAVE (F),TMAX (F),TMIN (F) 
13,256,9,'212142',1987,0,0,50,66,33 
14,257,9,'212142',1987,0,0,58,75,40 
15,258,9,'212142',1987,0,0,63,81,44 
16,259,9,'212142',1987,0,0,67,80,53 
17,260,9,'212142',1987,0.47,0,64,72,56 
18,261,9,'212142',1987,0.31,0,54,58,50 
19,262,9,'212142',1987,0.11,0,51,52,49 
20,263,9,'212142',1987,0.05,0,52,60,44 
21,264,9,'212142',1987,0,0,54,63,45 
22,265,9,'212142',1987,0,0,69,70,67 
23,266,9,'212142',1987,0,0,58,75,40 
24,267,9,'212142',1987,0.02,0,54,74,34 
25,268,9,'212142',1987,0,0,53,74,31 
26,269,9,'212142',1987,0,0,62,75,49 
27,270,9,'212142',1987,0,0,68,77,59 
28,271,9,'212142',1987,0.05,0,59,73,45 
29,272,9,'212142',1987,0,0,54,67,40 
30,273,9,'212142',1987,0,0,49,62,35 
1,274,10,'212142',1987,0,0,54,61,47 
2,275,10,'212142',1987,0,0,40,50,29 
3,276,10,'212142',1987,0,0,44,65,23 
4,277,10,'212142',1987,0.3,0,58,77,39 
5,278,10,'212142',1987,0.24,0,57,72,42 
6,279,10,'212142',1987,0,0,39,44,34 
7,280,10,'212142',1987,0,0,37,50,24 
8,281,10,'212142',1987,0,0,46,57,35 
9,282,10,'212142',1987,0,0,42,55,28 
10,283,10,'212142',1987,0,0,35,43,26 
11,284,10,'212142',1987,0,0,38,57,19 
12,285,10,'212142',1987,0,0,42,62,21 
13,286,10,'212142',1987,0,0,55,67,43 
14,287,10,'212142',1987,0,0,46,61,31 
15,288,10,'212142',1987,0.12,0,44,49,38 
16,289,10,'212142',1987,0.11,0,43,45,40 
17,290,10,'212142',1987,0,0,43,54,32 
18,291,10,'212142',1987,0,0,44,54,33 
19,292,10,'212142',1987,0.19,0.3,40,50,29 
20,293,10,'212142',1987,0,0,37,45,29 
21,294,10,'212142',1987,0.1,1.5,24,34,14 
22,295,10,'212142',1987,0,0,32,35,28 
23,296,10,'212142',1987,0.08,0.3,35,40,30 
24,297,10,'212142',1987,0,0,35,43,27 
25,298,10,'212142',1987,0,0,36,45,27 
26,299,10,'212142',1987,0,0,46,52,39 
27,300,10,'212142',1987,0,0,39,45,32 
28,301,10,'212142',1987,0,0,36,49,22 
29,302,10,'212142',1987,0,0,45,58,31 
30,303,10,'212142',1987,0,0,40,50,29 
31,304,10,'212142',1987,0,0,48,59,37 
1,305,11,'212142',1987,0.01,0,48,53,42 
2,306,11,'212142',1987,0.02,0,49,53,44 
3,307,11,'212142',1987,0,0,48,52,43 
4,308,11,'212142',1987,0,0,43,48,37 
5,309,11,'212142',1987,0,0,32,42,21 
6,310,11,'212142',1987,0,0,39,56,22 
7,311,11,'212142',1987,0,0,43,59,27 
8,312,11,'212142',1987,0,0,33,45,20 
9,313,11,'212142',1987,0,0,25,38,11 
10,314,11,'212142',1987,0,0,30,46,14 
11,315,11,'212142',1987,0,0,38,56,20 
12,316,11,'212142',1987,0,0,44,55,32 
13,317,11,'212142',1987,0,0,41,54,27 
14,318,11,'212142',1987,0.02,0,35,49,21 
15,319,11,'212142',1987,0.25,0,45,47,42 
16,320,11,'212142',1987,0.07,0.8,39,47,30 
17,321,11,'212142',1987,0,0,27,30,24 
18,322,11,'212142',1987,0,0,26,33,19 
19,323,11,'212142',1987,0,0,27,35,18 
20,324,11,'212142',1987,0,0,14,23,5 
21,325,11,'212142',1987,0,0,25,41,8 
22,326,11,'212142',1987,0,0,31,37,24 
23,327,11,'212142',1987,0,0,23,28,18 
24,328,11,'212142',1987,0,0,20,33,7 
25,329,11,'212142',1987,0,0,31,37,25 
26,330,11,'212142',1987,0,0,26,34,18 
27,331,11,'212142',1987,0,0,32,34,29 
28,332,11,'212142',1987,0,0,30,32,27 
29,333,11,'212142',1987,0,0,24,27,21 
30,334,11,'212142',1987,0,0,27,29,24 
1,335,12,'212142',1987,0,0,22,25,19 
2,336,12,'212142',1987,0.26,3,17,25,9 
3,337,12,'212142',1987,0,0,18,24,11 
4,338,12,'212142',1987,0,0,11,27,-5 
5,339,12,'212142',1987,0.62,0.2,23,30,16 
6,340,12,'212142',1987,0.02,0,28,28,27 
7,341,12,'212142',1987,0.03,0,30,33,27 
8,342,12,'212142',1987,0,0,32,33,31 
9,343,12,'212142',1987,0,0,30,32,28 
10,344,12,'212142',1987,0,0,28,35,20 
11,345,12,'212142',1987,0.2,2.2,28,33,22 
12,346,12,'212142',1987,0.05,0.5,22,25,19 
13,347,12,'212142',1987,0,0,19,22,15 
14,348,12,'212142',1987,0,0,18,20,15 
15,349,12,'212142',1987,0.01,0.3,13,16,10 
16,350,12,'212142',1987,0,0,11,14,8 
17,351,12,'212142',1987,0,0,10,22,-2 
18,352,12,'212142',1987,0,0,20,22,17 
19,353,12,'212142',1987,0,0,18,30,5 
20,354,12,'212142',1987,0,0,14,28,0 
21,355,12,'212142',1987,0,0,20,28,11 
22,356,12,'212142',1987,0,0,21,29,12 
23,357,12,'212142',1987,0,0,12,23,0 
24,358,12,'212142',1987,0,0,15,18,11 
25,359,12,'212142',1987,0,0,5,19,-9 
26,360,12,'212142',1987,0,0,13,30,-5 
27,361,12,'212142',1987,0,0,13,25,1 
28,362,12,'212142',1987,0,0,22,24,20 
29,363,12,'212142',1987,0,0,18,21,15 
30,364,12,'212142',1987,0.18,2.5,21,25,17 
31,365,12,'212142',1987,0,0,5,21,-11 
1,1,1,'212142',1988,0,0,-7,0,-13 
2,2,1,'212142',1988,0,0,4,12,-5 
3,3,1,'212142',1988,0,0,8,17,-2 
4,4,1,'212142',1988,0,0,-11,-2,-19 
5,5,1,'212142',1988,0,0,-19,-13,-25 
6,6,1,'212142',1988,0,0,-18,-1,-35 
7,7,1,'212142',1988,0,0,-4,5,-12 
8,8,1,'212142',1988,0,0,-14,-3,-25 
9,9,1,'212142',1988,0,0,-15,2,-31 
10,10,1,'212142',1988,0,0,3,13,-7 
11,11,1,'212142',1988,0.9,9.5,2,14,-10 
12,12,1,'212142',1988,0,0,1,11,-9 
13,13,1,'212142',1988,0.02,0.2,-11,8,-29 
14,14,1,'212142',1988,0,0,-4,16,-24 
15,15,1,'212142',1988,0,0,12,30,-7 
16,16,1,'212142',1988,0,0,30,33,27 
17,17,1,'212142',1988,0,0,17,35,-1 
18,18,1,'212142',1988,0,0,15,29,1 
19,19,1,'212142',1988,0,0,24,26,21 
20,20,1,'212142',1988,0,0,16,24,8 
21,21,1,'212142',1988,0,0,5,26,-17 
22,22,1,'212142',1988,0.02,0.5,7,18,-4 
23,23,1,'212142',1988,0.15,2.5,0,8,-8 
24,24,1,'212142',1988,0.04,1,7,15,-2 
25,25,1,'212142',1988,0,0,-12,-1,-22 
26,26,1,'212142',1988,0,0,-13,10,-35 
27,27,1,'212142',1988,0,0,4,15,-8 
28,28,1,'212142',1988,0,0,9,22,-5 
29,29,1,'212142',1988,0,0,27,36,18 
30,30,1,'212142',1988,0.11,2,24,32,16 
31,31,1,'212142',1988,0,0,14,31,-3 
1,61,3,'212142',1988,0,0,27,34,19 
2,62,3,'212142',1988,0,0,18,28,7 
3,63,3,'212142',1988,0,0,13,32,-7 
4,64,3,'212142',1988,0,0,17,34,-1 
5,65,3,'212142',1988,0,0,31,46,15 
6,66,3,'212142',1988,0,0,39,45,32 
7,67,3,'212142',1988,0,0,37,45,29 
8,68,3,'212142',1988,0.15,0,36,42,30 
9,69,3,'212142',1988,0.17,2,30,42,17 
10,70,3,'212142',1988,0,0,38,44,32 
11,71,3,'212142',1988,0.18,0,35,44,26 
12,72,3,'212142',1988,0.52,2,19,26,11 
13,73,3,'212142',1988,0,0,10,15,5 
14,74,3,'212142',1988,0,0,12,22,1 
15,75,3,'212142',1988,0,0,19,26,12 
16,76,3,'212142',1988,0,0,27,32,21 
17,77,3,'212142',1988,0,0,26,37,14 
18,78,3,'212142',1988,0,0,22,30,14 
19,79,3,'212142',1988,0,0,21,26,16 
20,80,3,'212142',1988,0,0,21,29,13 
21,81,3,'212142',1988,0,0,27,39,15 
22,82,3,'212142',1988,0,0,36,41,31 
23,83,3,'212142',1988,0,0,40,50,30 
24,84,3,'212142',1988,0.02,0,43,49,36 
25,85,3,'212142',1988,0.16,0,34,39,28 
26,86,3,'212142',1988,0.15,0.3,21,28,13 
27,87,3,'212142',1988,0.03,0,30,43,16 
28,88,3,'212142',1988,0,0,37,43,31 
29,89,3,'212142',1988,0,0,30,38,22 
30,90,3,'212142',1988,0,0,27,39,14 
31,91,3,'212142',1988,0,0,27,40,14 
1,92,4,'212142',1988,0,0,33,52,14 
2,93,4,'212142',1988,0,0,40,56,23 
3,94,4,'212142',1988,0.21,0,43,50,36 
4,95,4,'212142',1988,0,0,45,51,38 
5,96,4,'212142',1988,0,0,43,56,29 
6,97,4,'212142',1988,0,0,43,64,21 
7,98,4,'212142',1988,0,0,54,77,31 
8,99,4,'212142',1988,0,0,62,76,48 
9,100,4,'212142',1988,0,0,53,76,30 
10,101,4,'212142',1988,0,0,36,50,22 
11,102,4,'212142',1988,0,0,42,63,20 
12,103,4,'212142',1988,0,0,51,67,35 
13,104,4,'212142',1988,0,0,51,66,35 
14,105,4,'212142',1988,0,0,32,42,21 
15,106,4,'212142',1988,0,0,34,51,17 
16,107,4,'212142',1988,0,0,47,74,20 
17,108,4,'212142',1988,0,0,50,74,26 
18,109,4,'212142',1988,0,0,29,42,16 
19,110,4,'212142',1988,0,0,34,55,13 
20,111,4,'212142',1988,0,0,40,54,25 
21,112,4,'212142',1988,0,0,32,48,16 
22,113,4,'212142',1988,0,0,36,52,20 
23,114,4,'212142',1988,0,0,40,52,27 
24,115,4,'212142',1988,0,0,43,65,21 
25,116,4,'212142',1988,0,0,46,63,29 
26,117,4,'212142',1988,0,0,36,44,28 
27,118,4,'212142',1988,0,0,43,58,28 
28,119,4,'212142',1988,0,0,45,68,21 
29,120,4,'212142',1988,0,0,52,74,29 
30,121,4,'212142',1988,0,0,62,73,51 
1,122,5,'212142',1988,0.02,0,66,77,55 
2,123,5,'212142',1988,0,0,69,79,58 
3,124,5,'212142',1988,0,0,65,79,51 
4,125,5,'212142',1988,0,0,59,79,38 
5,126,5,'212142',1988,0,0,59,80,37 
6,127,5,'212142',1988,0,0,66,81,51 
7,128,5,'212142',1988,0.1,0,64,72,56 
8,129,5,'212142',1988,0.18,0,59,72,46 
9,130,5,'212142',1988,0.22,0,59,72,46 
10,131,5,'212142',1988,0,0,56,67,44 
11,132,5,'212142',1988,0,0,56,73,39 
12,133,5,'212142',1988,0.38,0,60,76,43 
13,134,5,'212142',1988,0.24,0,45,62,28 
14,135,5,'212142',1988,0,0,60,79,40 
15,136,5,'212142',1988,0,0,62,78,45 
16,137,5,'212142',1988,0.23,0,50,63,37 
17,138,5,'212142',1988,0,0,53,70,35 
18,139,5,'212142',1988,0,0,69,84,54 
19,140,5,'212142',1988,0.07,0,72,84,59 
20,141,5,'212142',1988,0.05,0,61,68,54 
21,142,5,'212142',1988,0.54,0,59,66,52 
22,143,5,'212142',1988,0.56,0,61,72,50 
23,144,5,'212142',1988,0.02,0,59,79,38 
24,145,5,'212142',1988,0,0,59,78,40 
25,146,5,'212142',1988,0,0,66,83,48 
26,147,5,'212142',1988,0,0,70,87,53 
27,148,5,'212142',1988,0.17,0,69,87,50 
28,149,5,'212142',1988,0,0,75,87,63 
29,150,5,'212142',1988,0,0,74,87,61 
30,151,5,'212142',1988,0,0,77,88,65 
31,152,5,'212142',1988,0,0,79,88,69 
1,153,6,'212142',1988,0,0,79,88,69 
2,154,6,'212142',1988,0,0,73,90,56 
3,155,6,'212142',1988,0,0,71,87,55 
4,156,6,'212142',1988,0,0,74,91,56 
5,157,6,'212142',1988,0,0,77,91,63 
6,158,6,'212142',1988,0,0,74,90,58 
7,159,6,'212142',1988,0,0,75,94,55 
8,160,6,'212142',1988,0,0,75,93,57 
9,161,6,'212142',1988,0,0,59,78,39 
10,162,6,'212142',1988,0,0,63,84,42 
11,163,6,'212142',1988,0,0,74,91,56 
12,164,6,'212142',1988,0,0,77,90,63 
13,165,6,'212142',1988,0.02,0,70,79,61 
14,166,6,'212142',1988,0.42,0,68,76,59 
15,167,6,'212142',1988,0,0,63,73,52 
16,168,6,'212142',1988,0.05,0,59,77,40 
17,169,6,'212142',1988,0,0,70,85,54 
18,170,6,'212142',1988,0,0,79,93,65 
19,171,6,'212142',1988,0,0,76,92,59 
20,172,6,'212142',1988,0,0,72,94,49 
21,173,6,'212142',1988,0.36,0,78,93,63 
22,174,6,'212142',1988,0.56,0,70,84,56 
23,175,6,'212142',1988,0.2,0,70,81,58 
24,176,6,'212142',1988,0.2,0,79,93,65 
25,177,6,'212142',1988,0,0,74,91,57 
26,178,6,'212142',1988,0,0,64,82,46 
27,179,6,'212142',1988,0,0,73,87,59 
28,180,6,'212142',1988,0,0,77,86,68 
29,181,6,'212142',1988,0,0,64,77,51 
30,182,6,'212142',1988,0,0,64,80,48 
1,183,7,'212142',1988,0,0,66,78,54 
2,184,7,'212142',1988,0.01,0,62,83,40 
3,185,7,'212142',1988,0,0,70,87,53 
4,186,7,'212142',1988,0,0,79,93,64 
5,187,7,'212142',1988,0,0,87,98,76 
6,188,7,'212142',1988,0,0,83,99,67 
7,189,7,'212142',1988,1.1,0,69,74,64 
8,190,7,'212142',1988,0.4,0,68,86,50 
9,191,7,'212142',1988,0,0,70,87,53 
10,192,7,'212142',1988,0.19,0,62,73,51 
11,193,7,'212142',1988,0,0,61,77,44 
12,194,7,'212142',1988,0,0,66,82,49 
13,195,7,'212142',1988,0.7,0,72,84,59 
14,196,7,'212142',1988,0,0,68,87,48 
15,197,7,'212142',1988,0,0,78,86,69 
16,198,7,'212142',1988,0,0,65,84,45 
17,199,7,'212142',1988,0,0,69,79,59 
18,200,7,'212142',1988,0,0,69,82,56 
19,201,7,'212142',1988,0,0,66,83,48 
20,202,7,'212142',1988,0.55,0,67,80,53 
21,203,7,'212142',1988,0.02,0,65,84,46 
22,204,7,'212142',1988,0,0,70,87,52 
23,205,7,'212142',1988,0,0,74,86,61 
24,206,7,'212142',1988,0.63,0,71,84,58 
25,207,7,'212142',1988,0,0,70,90,49 
26,208,7,'212142',1988,0,0,79,94,64 
27,209,7,'212142',1988,0,0,82,100,64 
28,210,7,'212142',1988,0,0,86,100,72 
29,211,7,'212142',1988,0.91,0,80,90,70 
30,212,7,'212142',1988,0,0,69,89,48 
31,213,7,'212142',1988,0.35,0,79,89,68 
1,214,8,'212142',1988,0,0,78,88,68 
2,215,8,'212142',1988,2.1,0,74,86,62 
3,216,8,'212142',1988,0.13,0,74,87,60 
4,217,8,'212142',1988,0,0,70,80,60 
5,218,8,'212142',1988,0.09,0,69,85,53 
6,219,8,'212142',1988,0,0,77,92,62 
7,220,8,'212142',1988,0.06,0,82,89,74 
8,221,8,'212142',1988,0.52,0,65,75,54 
9,222,8,'212142',1988,0,0,65,84,46 
10,223,8,'212142',1988,0,0,82,94,69 
11,224,8,'212142',1988,0.52,0,81,95,67 
12,225,8,'212142',1988,0.14,0,78,92,64 
13,226,8,'212142',1988,0,0,76,87,64 
14,227,8,'212142',1988,0.48,0,75,87,62 
15,228,8,'212142',1988,0,0,79,95,62 
16,229,8,'212142',1988,0,0,86,101,70 
17,230,8,'212142',1988,0,0,85,101,68 
18,231,8,'212142',1988,0,0,71,80,61 
19,232,8,'212142',1988,0,0,63,78,48 
20,233,8,'212142',1988,0,0,72,84,59 
21,234,8,'212142',1988,0,0,73,83,62 
22,235,8,'212142',1988,2.05,0,74,83,65 
23,236,8,'212142',1988,0.14,0,68,83,53 
24,237,8,'212142',1988,0,0,67,82,51 
25,238,8,'212142',1988,0,0,65,80,50 
26,239,8,'212142',1988,0,0,60,80,40 
27,240,8,'212142',1988,0.04,0,58,70,45 
28,241,8,'212142',1988,0,0,51,66,36 
29,242,8,'212142',1988,0,0,53,69,36 
30,243,8,'212142',1988,0,0,61,78,43 
31,244,8,'212142',1988,0,0,70,81,58 
1,245,9,'212142',1988,0.9,0,70,82,58 
2,246,9,'212142',1988,0,0,65,82,48 
3,247,9,'212142',1988,0.04,0,62,69,54 
4,248,9,'212142',1988,0,0,60,72,47 
5,249,9,'212142',1988,0,0,52,71,32 
6,250,9,'212142',1988,0,0,53,76,30 
7,251,9,'212142',1988,0,0,65,76,53 
8,252,9,'212142',1988,0,0,62,75,49 
9,253,9,'212142',1988,0,0,61,74,48 
10,254,9,'212142',1988,0,0,52,70,34 
11,255,9,'212142',1988,0,0,72,84,60 
12,256,9,'212142',1988,0,0,62,78,46 
13,257,9,'212142',1988,0,0,54,76,31 
14,258,9,'212142',1988,0,0,54,76,32 
15,259,9,'212142',1988,0,0,58,68,47 
16,260,9,'212142',1988,0.51,0,56,60,52 
17,261,9,'212142',1988,0.31,0,63,82,43 
18,262,9,'212142',1988,0,0,70,80,60 
19,263,9,'212142',1988,2,0,56,67,44 
20,264,9,'212142',1988,0.28,0,41,45,37 
21,265,9,'212142',1988,0,0,46,54,37 
22,266,9,'212142',1988,0,0,55,62,47 
23,267,9,'212142',1988,0,0,52,67,36 
24,268,9,'212142',1988,0,0,56,75,36 
25,269,9,'212142',1988,0,0,55,74,36 
26,270,9,'212142',1988,0,0,57,71,42 
27,271,9,'212142',1988,0,0,56,70,42 
28,272,9,'212142',1988,0,0,49,55,43 
29,273,9,'212142',1988,0.33,0,49,55,42 
30,274,9,'212142',1988,0,0,52,57,46 
1,275,10,'212142',1988,0.01,0,54,62,46 
2,276,10,'212142',1988,0,0,42,59,24 
3,277,10,'212142',1988,0.05,0,40,51,29 
4,278,10,'212142',1988,0,0,35,47,23 
5,279,10,'212142',1988,0,0,37,55,18 
6,280,10,'212142',1988,0,0,44,59,28 
7,281,10,'212142',1988,0,0,49,67,31 
8,282,10,'212142',1988,0,0,49,69,28 
9,283,10,'212142',1988,0,0,50,71,29 
10,284,10,'212142',1988,0,0,55,68,42 
11,285,10,'212142',1988,0,0,39,51,27 
12,286,10,'212142',1988,0,0,37,55,18 
13,287,10,'212142',1988,0,0,50,64,35 
14,288,10,'212142',1988,0,0,55,79,31 
15,289,10,'212142',1988,0,0,59,77,40 
16,290,10,'212142',1988,0.02,0,53,66,39 
17,291,10,'212142',1988,0.05,0,44,53,34 
18,292,10,'212142',1988,0.2,0,36,45,26 
19,293,10,'212142',1988,0.2,0,36,52,20 
20,294,10,'212142',1988,0,0,37,46,27 
21,295,10,'212142',1988,0.16,0,40,44,36 
22,296,10,'212142',1988,0,0,36,50,22 
23,297,10,'212142',1988,0.22,0.1,38,48,28 
24,298,10,'212142',1988,0.01,0.1,27,34,20 
25,299,10,'212142',1988,0,0,27,34,20 
26,300,10,'212142',1988,0,0,29,47,11 
27,301,10,'212142',1988,0,0,33,38,28 
28,302,10,'212142',1988,0.11,0.5,21,28,13 
29,303,10,'212142',1988,0,0,20,33,6 
30,304,10,'212142',1988,0,0,27,45,9 
31,305,10,'212142',1988,0.01,0,40,45,34 
1,306,11,'212142',1988,0,0,34,46,22 
2,307,11,'212142',1988,0,0,38,46,30 
3,308,11,'212142',1988,0,0,40,54,25 
4,309,11,'212142',1988,0,0,40,45,35 
5,310,11,'212142',1988,0,0,31,37,25 
6,311,11,'212142',1988,0,0,28,39,16 
7,312,11,'212142',1988,0,0,30,34,26 
8,313,11,'212142',1988,0.09,0.3,33,46,19 
9,314,11,'212142',1988,0.08,0,40,47,33 
10,315,11,'212142',1988,0,0,33,41,25 
11,316,11,'212142',1988,0,0,29,37,20 
12,317,11,'212142',1988,0.2,2,34,36,31 
13,318,11,'212142',1988,0.1,1,35,45,25 
14,319,11,'212142',1988,0,0,26,33,19 
15,320,11,'212142',1988,0.02,0,30,31,29 
16,321,11,'212142',1988,0.14,2.5,24,29,19 
17,322,11,'212142',1988,0,0,17,20,13 
18,323,11,'212142',1988,0.01,0.3,13,23,2 
19,324,11,'212142',1988,0.42,2,13,22,3 
20,325,11,'212142',1988,0,0,11,19,3 
21,326,11,'212142',1988,0,0,17,28,5 
22,327,11,'212142',1988,0,0,21,26,15 
23,328,11,'212142',1988,0,0,31,37,24 
24,329,11,'212142',1988,0,0,36,42,30 
25,330,11,'212142',1988,0,0,30,36,24 
26,331,11,'212142',1988,0,0,25,32,17 
27,332,11,'212142',1988,0.21,2.5,16,27,4 
28,333,11,'212142',1988,0,0,3,14,-9 
29,334,11,'212142',1988,0,0,11,23,-1 
30,335,11,'212142',1988,0,0,19,22,15 
1,336,12,'212142',1988,0,0,18,34,1 
2,337,12,'212142',1988,0,.,31,43,19 
3,338,12,'212142',1988,0,.,26,33,19 
4,339,12,'212142',1988,0,.,22,39,5 
5,340,12,'212142',1988,0,.,30,47,13 
6,341,12,'212142',1988,0,.,27,34,19 
7,342,12,'212142',1988,0,.,22,33,10 
8,343,12,'212142',1988,0,.,12,19,4 
9,344,12,'212142',1988,0,0,-1,10,-12 
10,345,12,'212142',1988,0,.,-9,0,-17 
11,346,12,'212142',1988,0,.,-6,5,-17 
12,347,12,'212142',1988,0,.,16,33,-1 
13,348,12,'212142',1988,0,0.5,27,32,21 
14,349,12,'212142',1988,0.17,3,17,31,3 
15,350,12,'212142',1988,0,.,-9,3,-21 
16,351,12,'212142',1988,0,0,7,20,-7 
17,352,12,'212142',1988,0.02,0.5,12,16,8 
18,353,12,'212142',1988,0,.,19,30,7 
19,354,12,'212142',1988,0,.,24,38,10 
20,355,12,'212142',1988,0,.,15,23,7 
21,356,12,'212142',1988,0,0,13,28,-3 
22,357,12,'212142',1988,0,.,29,31,27 
23,358,12,'212142',1988,0.13,1,24,31,17 
24,359,12,'212142',1988,0,0,10,17,2 
25,360,12,'212142',1988,0,0,-4,3,-10 
26,361,12,'212142',1988,0.02,0.2,5,18,-9 
27,362,12,'212142',1988,0.6,12,10,16,3 
28,363,12,'212142',1988,0.03,0.5,-6,3,-15 
29,364,12,'212142',1988,0,0,-12,8,-31 
30,365,12,'212142',1988,0,0,4,14,-6 
31,366,12,'212142',1988,0,.,1,16,-14 
1,1,1,'212142',1989,0,0.2,5,16,-7 
2,2,1,'212142',1989,0,0,-14,0,-28 
3,3,1,'212142',1989,0.04,0.5,4,14,-7 
4,4,1,'212142',1989,0,0,8,29,-14 
5,5,1,'212142',1989,0,0,12,25,-1 
6,6,1,'212142',1989,0,0,17,21,13 
7,7,1,'212142',1989,0.67,14,19,28,10 
8,8,1,'212142',1989,0.16,3.5,-3,10,-15 
9,9,1,'212142',1989,0.03,1,-18,0,-35 
10,10,1,'212142',1989,0,0,-18,0,-35 
11,11,1,'212142',1989,0.05,1,0,16,-16 
12,12,1,'212142',1989,0.02,2,1,12,-10 
13,13,1,'212142',1989,0,0,4,32,-24 
14,14,1,'212142',1989,0,0,23,26,19 
15,15,1,'212142',1989,0,0,10,26,-6 
16,16,1,'212142',1989,0.03,1.2,5,29,-20 
17,17,1,'212142',1989,0,0,19,28,10 
18,18,1,'212142',1989,0,0,22,31,12 
19,19,1,'212142',1989,0,0,23,27,18 
20,20,1,'212142',1989,0,0,3,18,-13 
21,21,1,'212142',1989,0,0,23,37,9 
22,22,1,'212142',1989,0,0,26,40,11 
23,23,1,'212142',1989,0,0,24,32,15 
24,24,1,'212142',1989,0,0,16,26,6 
25,25,1,'212142',1989,0,0,17,23,11 
26,26,1,'212142',1989,0,0,2,21,-17 
27,27,1,'212142',1989,0,0,27,47,7 
28,28,1,'212142',1989,0,0,22,42,2 
29,29,1,'212142',1989,0,0,14,34,-7 
30,30,1,'212142',1989,0,0,25,37,12 
31,31,1,'212142',1989,0,0,23,40,6 
1,32,2,'212142',1989,0,0,-8,6,-21 
2,33,2,'212142',1989,0.01,0.2,-22,-20,-24 
3,34,2,'212142',1989,0,0,-29,-20,-37 
4,35,2,'212142',1989,0,0,-21,-11,-30 
5,36,2,'212142',1989,0,0,-12,-1,-22 
6,37,2,'212142',1989,0,0,-4,14,-21 
7,38,2,'212142',1989,0,0,11,18,3 
8,39,2,'212142',1989,0.02,0.5,-7,3,-17 
9,40,2,'212142',1989,0,0,-1,15,-16 
10,41,2,'212142',1989,0,0,6,24,-12 
11,42,2,'212142',1989,0,0,13,21,5 
12,43,2,'212142',1989,0,0,13,34,-8 
13,44,2,'212142',1989,0.05,1.5,21,32,9 
14,45,2,'212142',1989,0,0.2,8,25,-10 
15,46,2,'212142',1989,0,0,1,20,-18 
16,47,2,'212142',1989,0,0,-10,5,-25 
17,48,2,'212142',1989,0,0,-9,-1,-17 
18,49,2,'212142',1989,0,0,-10,5,-24 
19,50,2,'212142',1989,0,0,-4,12,-20 
20,51,2,'212142',1989,0,0,-2,17,-20 
21,52,2,'212142',1989,0,0,4,11,-3 
22,53,2,'212142',1989,0,0,-5,8,-17 
23,54,2,'212142',1989,0,0,-2,20,-24 
24,55,2,'212142',1989,0,0,25,38,12 
25,56,2,'212142',1989,0,0,23,34,12 
26,57,2,'212142',1989,0,0,3,12,-6 
27,58,2,'212142',1989,0,0,-3,12,-18 
28,59,2,'212142',1989,0.12,1.5,3,8,-3 
1,60,3,'212142',1989,0,0,-9,2,-20 
2,61,3,'212142',1989,0,0,-14,7,-35 
3,62,3,'212142',1989,0.1,1,6,13,-2 
4,63,3,'212142',1989,0.02,3,8,11,5 
5,64,3,'212142',1989,0,0,-4,18,-25 
6,65,3,'212142',1989,0,0,1,24,-22 
7,66,3,'212142',1989,0,0,22,28,15 
8,67,3,'212142',1989,0.01,0,28,32,23 
9,68,3,'212142',1989,0,0,32,40,24 
10,69,3,'212142',1989,0,0,39,50,28 
11,70,3,'212142',1989,0,0,38,46,29 
12,71,3,'212142',1989,0,0,31,33,28 
13,72,3,'212142',1989,0.08,0.1,27,31,23 
14,73,3,'212142',1989,0.2,2,19,23,14 
15,74,3,'212142',1989,0.06,2,6,23,-11 
16,75,3,'212142',1989,0.04,1,9,21,-3 
17,76,3,'212142',1989,0,0,-1,16,-17 
18,77,3,'212142',1989,0,0,-1,23,-24 
19,78,3,'212142',1989,0,0,13,34,-8 
20,79,3,'212142',1989,0,0.1,14,22,5 
21,80,3,'212142',1989,0,0,4,26,-18 
22,81,3,'212142',1989,0,0,17,38,-5 
23,82,3,'212142',1989,0,0,34,42,26 
24,83,3,'212142',1989,0,0,32,39,25 
25,84,3,'212142',1989,0,0,34,38,30 
26,85,3,'212142',1989,0,0,40,49,30 
27,86,3,'212142',1989,0,0,40,48,31 
28,87,3,'212142',1989,0,0,32,35,29 
29,88,3,'212142',1989,0,0,32,33,30 
30,89,3,'212142',1989,0.55,1.5,27,32,21 
31,90,3,'212142',1989,0,0,24,37,10 
1,91,4,'212142',1989,0,0,31,37,24 
2,92,4,'212142',1989,0,0,35,50,19 
3,93,4,'212142',1989,0.24,0,37,40,34 
4,94,4,'212142',1989,0.04,0,35,39,31 
5,95,4,'212142',1989,0,0,31,44,18 
6,96,4,'212142',1989,0,0,30,40,20 
7,97,4,'212142',1989,0,0,33,45,21 
8,98,4,'212142',1989,0.22,1,23,34,12 
9,99,4,'212142',1989,0,0,19,26,11 
10,100,4,'212142',1989,0,0,24,40,7 
11,101,4,'212142',1989,0.05,1,29,37,21 
12,102,4,'212142',1989,0,0,29,44,13 
13,103,4,'212142',1989,0,0,38,55,21 
14,104,4,'212142',1989,0,0,41,52,30 
15,105,4,'212142',1989,0,0,40,59,20 
16,106,4,'212142',1989,0,0,48,57,39 
17,107,4,'212142',1989,0.04,0.2,32,48,15 
18,108,4,'212142',1989,0,0,38,49,26 
19,109,4,'212142',1989,0,0,43,62,24 
20,110,4,'212142',1989,0,0,50,61,38 
21,111,4,'212142',1989,0,0,52,69,34 
22,112,4,'212142',1989,0,0,59,69,48 
