Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),TAVE (F),TMAX (F),TMIN (F) 
13,73,3,'417945',1996,0,66,84,47 
14,74,3,'417945',1996,0,74,85,63 
15,75,3,'417945',1996,0,71,81,60 
16,76,3,'417945',1996,0,71,83,58 
17,77,3,'417945',1996,0,70,86,53 
18,78,3,'417945',1996,0,58,69,47 
19,79,3,'417945',1996,0,54,70,38 
20,80,3,'417945',1996,0,52,69,34 
21,81,3,'417945',1996,0,53,75,31 
22,82,3,'417945',1996,0,67,82,51 
23,83,3,'417945',1996,0,65,68,62 
24,84,3,'417945',1996,0,72,82,61 
25,85,3,'417945',1996,0,56,66,46 
26,86,3,'417945',1996,0.12,44,49,38 
27,87,3,'417945',1996,0.15,45,50,40 
28,88,3,'417945',1996,0,59,74,43 
29,89,3,'417945',1996,0,55,65,44 
30,90,3,'417945',1996,0.01,76,89,63 
31,91,3,'417945',1996,0,63,74,52 
1,92,4,'417945',1996,0,63,77,49 
2,93,4,'417945',1996,0,57,75,39 
3,94,4,'417945',1996,0,68,79,57 
4,95,4,'417945',1996,0,72,84,60 
5,96,4,'417945',1996,0.42,50,60,39 
6,97,4,'417945',1996,0,52,64,40 
7,98,4,'417945',1996,0,53,70,35 
8,99,4,'417945',1996,0,62,82,42 
9,100,4,'417945',1996,0,71,91,50 
10,101,4,'417945',1996,0,71,90,51 
11,102,4,'417945',1996,0,74,83,65 
12,103,4,'417945',1996,0,76,92,59 
13,104,4,'417945',1996,0,75,95,55 
14,105,4,'417945',1996,0,78,91,65 
15,106,4,'417945',1996,0,65,78,52 
16,107,4,'417945',1996,0,62,80,43 
17,108,4,'417945',1996,0,72,86,58 
18,109,4,'417945',1996,0,83,97,68 
19,110,4,'417945',1996,0,85,101,68 
20,111,4,'417945',1996,0,76,85,66 
21,112,4,'417945',1996,0,81,91,71 
22,113,4,'417945',1996,0.09,71,81,60 
23,114,4,'417945',1996,0,68,83,53 
24,115,4,'417945',1996,0,67,88,46 
25,116,4,'417945',1996,0,79,98,60 
26,117,4,'417945',1996,0,77,86,67 
27,118,4,'417945',1996,0,80,91,68 
28,119,4,'417945',1996,0.33,79,95,63 
29,120,4,'417945',1996,0.05,62,74,50 
30,121,4,'417945',1996,0,61,81,40 
1,122,5,'417945',1996,0,71,87,54 
2,123,5,'417945',1996,0,74,81,67 
3,124,5,'417945',1996,0,80,90,69 
4,125,5,'417945',1996,0,81,91,70 
5,126,5,'417945',1996,0,79,89,69 
6,127,5,'417945',1996,0,80,87,73 
7,128,5,'417945',1996,0,80,88,72 
8,129,5,'417945',1996,0.13,80,88,71 
9,130,5,'417945',1996,0,81,91,71 
10,131,5,'417945',1996,0,83,93,72 
11,132,5,'417945',1996,0.37,76,88,64 
12,133,5,'417945',1996,0,76,88,64 
13,134,5,'417945',1996,0,82,93,70 
14,135,5,'417945',1996,0,81,92,70 
15,136,5,'417945',1996,0,83,94,71 
16,137,5,'417945',1996,0,84,96,71 
17,138,5,'417945',1996,0,84,96,72 
18,139,5,'417945',1996,0,84,95,73 
19,140,5,'417945',1996,0,84,95,73 
20,141,5,'417945',1996,0,87,100,73 
21,142,5,'417945',1996,0,85,97,73 
22,143,5,'417945',1996,0,85,98,72 
23,144,5,'417945',1996,0,86,99,73 
24,145,5,'417945',1996,0,84,94,74 
25,146,5,'417945',1996,0,85,95,75 
26,147,5,'417945',1996,0,86,95,76 
27,148,5,'417945',1996,0.74,79,90,67 
28,149,5,'417945',1996,0,86,93,78 
29,150,5,'417945',1996,0,87,98,76 
30,151,5,'417945',1996,0,87,97,77 
31,152,5,'417945',1996,0.02,85,94,75 
1,153,6,'417945',1996,0.32,83,93,72 
2,154,6,'417945',1996,0.73,82,94,70 
3,155,6,'417945',1996,0,81,93,68 
4,156,6,'417945',1996,0,82,93,70 
5,157,6,'417945',1996,0,85,96,74 
6,158,6,'417945',1996,0,85,95,74 
7,159,6,'417945',1996,0.24,77,88,66 
8,160,6,'417945',1996,0,77,91,62 
9,161,6,'417945',1996,0,77,92,62 
10,162,6,'417945',1996,0,84,99,69 
11,163,6,'417945',1996,0,84,96,72 
12,164,6,'417945',1996,0,86,96,76 
13,165,6,'417945',1996,0,87,98,76 
14,166,6,'417945',1996,0,87,97,77 
15,167,6,'417945',1996,0,86,96,75 
16,168,6,'417945',1996,0,86,98,74 
17,169,6,'417945',1996,0,87,98,76 
18,170,6,'417945',1996,0,89,102,75 
19,171,6,'417945',1996,0,89,102,75 
20,172,6,'417945',1996,0,89,103,75 
21,173,6,'417945',1996,0,87,100,73 
22,174,6,'417945',1996,0.46,84,92,76 
23,175,6,'417945',1996,0,84,92,75 
24,176,6,'417945',1996,0.01,85,94,76 
25,177,6,'417945',1996,0.21,83,90,75 
26,178,6,'417945',1996,0.15,83,90,75 
27,179,6,'417945',1996,0,85,94,76 
28,180,6,'417945',1996,0,86,96,76 
29,181,6,'417945',1996,0,84,95,73 
30,182,6,'417945',1996,0,84,95,73 
1,183,7,'417945',1996,0,87,98,75 
2,184,7,'417945',1996,0,87,99,75 
3,185,7,'417945',1996,0,87,99,74 
4,186,7,'417945',1996,0,87,99,74 
5,187,7,'417945',1996,0,87,99,74 
6,188,7,'417945',1996,0,89,101,76 
7,189,7,'417945',1996,0,88,100,76 
8,190,7,'417945',1996,0,89,100,77 
9,191,7,'417945',1996,0,88,100,75 
10,192,7,'417945',1996,0,84,94,73 
11,193,7,'417945',1996,0,87,97,77 
12,194,7,'417945',1996,0,88,98,78 
13,195,7,'417945',1996,0,87,99,75 
14,196,7,'417945',1996,0,89,100,77 
15,197,7,'417945',1996,0,89,99,78 
16,198,7,'417945',1996,0,88,99,77 
17,199,7,'417945',1996,0,89,100,77 
18,200,7,'417945',1996,0,89,100,78 
19,201,7,'417945',1996,0,90,101,79 
20,202,7,'417945',1996,0,89,101,77 
21,203,7,'417945',1996,0,88,100,75 
22,204,7,'417945',1996,0,88,101,75 
23,205,7,'417945',1996,0,90,102,78 
24,206,7,'417945',1996,0,89,99,79 
25,207,7,'417945',1996,0.66,85,98,72 
26,208,7,'417945',1996,0.65,84,97,70 
27,209,7,'417945',1996,0,84,95,73 
28,210,7,'417945',1996,0,87,96,77 
29,211,7,'417945',1996,0,87,97,76 
30,212,7,'417945',1996,0,87,97,77 
31,213,7,'417945',1996,0,88,99,76 
1,214,8,'417945',1996,0,88,99,76 
2,215,8,'417945',1996,0,89,100,77 
3,216,8,'417945',1996,0,90,102,77 
4,217,8,'417945',1996,0,90,102,77 
5,218,8,'417945',1996,0,90,102,78 
6,219,8,'417945',1996,0,89,100,77 
7,220,8,'417945',1996,0,88,99,77 
8,221,8,'417945',1996,0,86,97,74 
9,222,8,'417945',1996,0,86,96,76 
10,223,8,'417945',1996,0,87,97,77 
11,224,8,'417945',1996,0,88,99,77 
12,225,8,'417945',1996,0,89,101,76 
13,226,8,'417945',1996,0,87,99,74 
14,227,8,'417945',1996,0,85,98,71 
15,228,8,'417945',1996,0,83,97,68 
16,229,8,'417945',1996,0,86,97,74 
17,230,8,'417945',1996,0,87,97,76 
18,231,8,'417945',1996,0,86,97,74 
19,232,8,'417945',1996,0.16,85,96,74 
20,233,8,'417945',1996,0,85,97,73 
21,234,8,'417945',1996,0,83,96,70 
22,235,8,'417945',1996,0.12,80,86,74 
23,236,8,'417945',1996,0.06,81,89,72 
24,237,8,'417945',1996,0.51,79,86,72 
25,238,8,'417945',1996,0.07,76,82,70 
26,239,8,'417945',1996,0.11,76,83,69 
27,240,8,'417945',1996,0.78,82,91,72 
28,241,8,'417945',1996,0,84,92,75 
29,242,8,'417945',1996,0.12,82,91,73 
30,243,8,'417945',1996,0.01,79,85,73 
31,244,8,'417945',1996,0.92,79,86,71 
1,245,9,'417945',1996,0,79,88,69 
2,246,9,'417945',1996,0,81,91,70 
3,247,9,'417945',1996,0.01,83,93,72 
4,248,9,'417945',1996,0.04,81,91,71 
5,249,9,'417945',1996,0,81,89,73 
6,250,9,'417945',1996,0,80,90,69 
7,251,9,'417945',1996,0,82,90,73 
8,252,9,'417945',1996,0.17,81,88,74 
9,253,9,'417945',1996,0.35,82,90,73 
10,254,9,'417945',1996,0,81,91,70 
11,255,9,'417945',1996,0,77,91,62 
12,256,9,'417945',1996,0,78,89,67 
13,257,9,'417945',1996,0.17,79,86,72 
14,258,9,'417945',1996,0,79,88,70 
15,259,9,'417945',1996,0.96,79,91,66 
16,260,9,'417945',1996,0,84,95,72 
17,261,9,'417945',1996,0,83,92,74 
18,262,9,'417945',1996,0,82,91,73 
19,263,9,'417945',1996,0,83,92,73 
20,264,9,'417945',1996,0.18,79,89,69 
21,265,9,'417945',1996,0,80,88,71 
22,266,9,'417945',1996,0,81,89,73 
23,267,9,'417945',1996,0,83,91,75 
24,268,9,'417945',1996,1.78,80,92,67 
25,269,9,'417945',1996,0,78,86,70 
26,270,9,'417945',1996,0,83,90,75 
27,271,9,'417945',1996,0,67,77,57 
28,272,9,'417945',1996,0,65,77,52 
29,273,9,'417945',1996,0,65,80,50 
30,274,9,'417945',1996,0,65,78,51 
1,275,10,'417945',1996,0,66,82,50 
2,276,10,'417945',1996,0,72,88,56 
3,277,10,'417945',1996,0,73,77,68 
4,278,10,'417945',1996,0,70,73,66 
5,279,10,'417945',1996,0.09,68,71,65 
6,280,10,'417945',1996,0,75,85,64 
7,281,10,'417945',1996,0,73,84,61 
8,282,10,'417945',1996,0,72,84,59 
9,283,10,'417945',1996,0,69,86,51 
10,284,10,'417945',1996,0,70,85,55 
11,285,10,'417945',1996,0,71,83,58 
12,286,10,'417945',1996,0,71,84,58 
13,287,10,'417945',1996,0,72,83,60 
14,288,10,'417945',1996,0,71,83,59 
15,289,10,'417945',1996,0,76,85,67 
16,290,10,'417945',1996,0,77,85,69 
17,291,10,'417945',1996,0,80,91,69 
18,292,10,'417945',1996,0,63,74,52 
19,293,10,'417945',1996,0,63,79,47 
20,294,10,'417945',1996,0,79,87,70 
21,295,10,'417945',1996,0,71,87,55 
22,296,10,'417945',1996,0,56,69,42 
23,297,10,'417945',1996,0,55,74,36 
24,298,10,'417945',1996,0.01,61,68,53 
25,299,10,'417945',1996,0,71,80,62 
26,300,10,'417945',1996,0,76,88,64 
27,301,10,'417945',1996,0.26,80,85,75 
28,302,10,'417945',1996,0,79,86,72 
29,303,10,'417945',1996,0,74,82,66 
30,304,10,'417945',1996,0,74,85,62 
31,305,10,'417945',1996,0,80,88,71 
1,306,11,'417945',1996,0,65,78,51 
2,307,11,'417945',1996,0,57,69,44 
3,308,11,'417945',1996,0,56,70,42 
4,309,11,'417945',1996,0,65,75,54 
5,310,11,'417945',1996,0,69,82,56 
6,311,11,'417945',1996,0,81,91,71 
7,312,11,'417945',1996,0.29,62,76,47 
8,313,11,'417945',1996,0,56,70,41 
9,314,11,'417945',1996,0,54,71,37 
10,315,11,'417945',1996,0,59,76,42 
11,316,11,'417945',1996,0,64,79,48 
12,317,11,'417945',1996,0.01,70,80,59 
13,318,11,'417945',1996,0,70,79,61 
14,319,11,'417945',1996,0,70,80,60 
15,320,11,'417945',1996,0.41,68,73,63 
16,321,11,'417945',1996,0,74,81,67 
17,322,11,'417945',1996,0.26,64,72,55 
18,323,11,'417945',1996,0,64,73,55 
19,324,11,'417945',1996,0,64,72,55 
20,325,11,'417945',1996,0,72,84,60 
21,326,11,'417945',1996,0,66,77,55 
22,327,11,'417945',1996,0,59,62,56 
23,328,11,'417945',1996,0,70,81,59 
24,329,11,'417945',1996,1,54,72,36 
25,330,11,'417945',1996,0,44,55,32 
26,331,11,'417945',1996,0,44,58,30 
27,332,11,'417945',1996,0,43,50,36 
28,333,11,'417945',1996,0.58,44,47,41 
29,334,11,'417945',1996,0.23,57,68,45 
30,335,11,'417945',1996,0.01,60,71,48 
1,336,12,'417945',1996,0,51,64,37 
2,337,12,'417945',1996,0,50,67,33 
3,338,12,'417945',1996,0,54,62,45 
4,339,12,'417945',1996,0.29,54,57,50 
5,340,12,'417945',1996,0,60,72,48 
6,341,12,'417945',1996,0,65,79,50 
7,342,12,'417945',1996,0,59,73,45 
8,343,12,'417945',1996,0,54,69,38 
9,344,12,'417945',1996,0,57,74,39 
10,345,12,'417945',1996,0,67,79,54 
11,346,12,'417945',1996,0,65,76,54 
12,347,12,'417945',1996,0,67,84,49 
13,348,12,'417945',1996,0,62,77,46 
14,349,12,'417945',1996,0,66,78,54 
15,350,12,'417945',1996,0.91,53,68,38 
16,351,12,'417945',1996,0.04,44,53,34 
17,352,12,'417945',1996,0,40,48,31 
18,353,12,'417945',1996,0,31,39,22 
19,354,12,'417945',1996,0,32,45,18 
20,355,12,'417945',1996,0,35,46,23 
21,356,12,'417945',1996,0,54,63,45 
22,357,12,'417945',1996,0,66,77,54 
23,358,12,'417945',1996,0,67,77,56 
24,359,12,'417945',1996,0,46,57,34 
25,360,12,'417945',1996,0,42,52,32 
26,361,12,'417945',1996,0.04,54,64,44 
27,362,12,'417945',1996,0,55,63,47 
28,363,12,'417945',1996,0,58,69,47 
29,364,12,'417945',1996,0,63,81,45 
30,365,12,'417945',1996,0,62,72,51 
31,366,12,'417945',1996,0.28,65,69,61 
1,1,1,'417945',1997,0,63,72,54 
2,2,1,'417945',1997,0,62,72,51 
3,3,1,'417945',1997,0,70,77,63 
4,4,1,'417945',1997,0,72,85,58 
5,5,1,'417945',1997,0,60,68,51 
6,6,1,'417945',1997,0.01,43,51,35 
7,7,1,'417945',1997,0.16,34,35,33 
8,8,1,'417945',1997,0.16,34,38,30 
9,9,1,'417945',1997,0,43,58,28 
10,10,1,'417945',1997,0,47,66,27 
11,11,1,'417945',1997,0,33,39,27 
12,12,1,'417945',1997,0,29,32,25 
13,13,1,'417945',1997,0,26,28,24 
14,14,1,'417945',1997,0,31,36,26 
15,15,1,'417945',1997,0,52,69,35 
16,16,1,'417945',1997,0,44,54,34 
17,17,1,'417945',1997,0,37,44,30 
18,18,1,'417945',1997,0,46,52,40 
19,19,1,'417945',1997,0.02,50,55,44 
20,20,1,'417945',1997,0.06,54,57,50 
21,21,1,'417945',1997,0.02,60,65,55 
22,22,1,'417945',1997,0,61,76,45 
23,23,1,'417945',1997,0.01,60,69,51 
24,24,1,'417945',1997,0,63,79,46 
25,25,1,'417945',1997,0,55,69,40 
26,26,1,'417945',1997,0,63,74,52 
27,27,1,'417945',1997,0,54,74,34 
28,28,1,'417945',1997,0,41,51,31 
29,29,1,'417945',1997,0,43,59,26 
30,30,1,'417945',1997,0,46,65,26 
31,31,1,'417945',1997,0,53,71,34 
1,32,2,'417945',1997,0,63,79,47 
2,33,2,'417945',1997,0,69,83,55 
3,34,2,'417945',1997,0,69,78,60 
4,35,2,'417945',1997,0,61,71,51 
5,36,2,'417945',1997,0,53,57,48 
6,37,2,'417945',1997,0.13,49,54,44 
7,38,2,'417945',1997,0.14,51,58,44 
8,39,2,'417945',1997,0,41,46,36 
9,40,2,'417945',1997,0.02,45,52,37 
10,41,2,'417945',1997,0,47,57,37 
11,42,2,'417945',1997,0.02,44,53,34 
12,43,2,'417945',1997,1.1,46,52,40 
13,44,2,'417945',1997,0.01,43,47,38 
14,45,2,'417945',1997,0.08,44,51,37 
15,46,2,'417945',1997,0,46,60,32 
16,47,2,'417945',1997,0,51,67,34 
17,48,2,'417945',1997,0,53,70,35 
18,49,2,'417945',1997,0,63,75,50 
19,50,2,'417945',1997,0.32,67,72,62 
20,51,2,'417945',1997,0.11,66,76,55 
21,52,2,'417945',1997,0,58,70,45 
22,53,2,'417945',1997,0,49,61,36 
23,54,2,'417945',1997,0,53,61,44 
24,55,2,'417945',1997,0.23,49,51,47 
25,56,2,'417945',1997,0.16,47,48,45 
26,57,2,'417945',1997,0.12,55,66,44 
27,58,2,'417945',1997,0,51,61,41 
28,59,2,'417945',1997,0,60,71,48 
1,60,3,'417945',1997,0,75,84,66 
2,61,3,'417945',1997,0.57,56,65,46 
3,62,3,'417945',1997,0,58,78,38 
4,63,3,'417945',1997,0,64,74,53 
5,64,3,'417945',1997,0.06,60,70,50 
6,65,3,'417945',1997,0,54,66,41 
7,66,3,'417945',1997,0,61,67,55 
8,67,3,'417945',1997,0.07,66,68,63 
9,68,3,'417945',1997,0,73,80,66 
10,69,3,'417945',1997,0,69,75,62 
11,70,3,'417945',1997,0.74,63,65,60 
12,71,3,'417945',1997,0.02,67,74,60 
13,72,3,'417945',1997,0,69,83,55 
14,73,3,'417945',1997,0,55,65,45 
15,74,3,'417945',1997,0,50,54,45 
16,75,3,'417945',1997,0.23,52,55,48 
17,76,3,'417945',1997,0.05,64,72,55 
18,77,3,'417945',1997,0.09,69,78,60 
19,78,3,'417945',1997,0,59,68,50 
20,79,3,'417945',1997,0,63,83,42 
21,80,3,'417945',1997,0,67,85,48 
22,81,3,'417945',1997,0,68,85,51 
23,82,3,'417945',1997,0,66,81,51 
24,83,3,'417945',1997,0,71,82,59 
25,84,3,'417945',1997,0.03,60,68,52 
26,85,3,'417945',1997,0,61,73,49 
27,86,3,'417945',1997,0,62,67,57 
28,87,3,'417945',1997,0,76,88,63 
29,88,3,'417945',1997,0,70,84,56 
30,89,3,'417945',1997,0.02,63,70,55 
31,90,3,'417945',1997,0.36,57,63,50 
1,91,4,'417945',1997,0.89,59,63,54 
2,92,4,'417945',1997,0.67,67,70,63 
3,93,4,'417945',1997,0.89,67,70,63 
4,94,4,'417945',1997,0.5,68,82,53 
5,95,4,'417945',1997,0.02,62,75,48 
6,96,4,'417945',1997,0,63,78,48 
7,97,4,'417945',1997,0,64,75,52 
8,98,4,'417945',1997,0.01,65,68,61 
9,99,4,'417945',1997,0,62,69,55 
10,100,4,'417945',1997,0.15,66,72,59 
11,101,4,'417945',1997,0.02,64,79,48 
12,102,4,'417945',1997,0,51,60,41 
13,103,4,'417945',1997,0,49,59,39 
14,104,4,'417945',1997,0,57,68,46 
15,105,4,'417945',1997,0,57,71,43 
16,106,4,'417945',1997,0,63,76,49 
17,107,4,'417945',1997,0,63,74,51 
18,108,4,'417945',1997,0.03,62,67,56 
19,109,4,'417945',1997,0.01,70,80,60 
20,110,4,'417945',1997,0,71,86,55 
21,111,4,'417945',1997,0,79,90,67 
22,112,4,'417945',1997,0,68,79,57 
23,113,4,'417945',1997,0,68,81,54 
24,114,4,'417945',1997,0,67,78,55 
25,115,4,'417945',1997,0.1,69,82,56 
26,116,4,'417945',1997,2.43,58,63,53 
27,117,4,'417945',1997,0,58,59,56 
28,118,4,'417945',1997,0,64,79,48 
29,119,4,'417945',1997,0,69,88,50 
30,120,4,'417945',1997,0,76,88,64 
1,121,5,'417945',1997,0,74,83,64 
2,122,5,'417945',1997,0,81,93,68 
3,123,5,'417945',1997,0,69,80,58 
4,124,5,'417945',1997,0,67,82,51 
5,125,5,'417945',1997,0,73,84,61 
6,126,5,'417945',1997,0,74,81,66 
7,127,5,'417945',1997,0,73,79,67 
8,128,5,'417945',1997,0,77,86,68 
9,129,5,'417945',1997,0.53,66,72,59 
10,130,5,'417945',1997,0,68,78,57 
11,131,5,'417945',1997,0,66,79,52 
12,132,5,'417945',1997,0.2,69,80,58 
13,133,5,'417945',1997,0,68,80,56 
14,134,5,'417945',1997,0,78,88,67 
15,135,5,'417945',1997,1.4,76,88,64 
16,136,5,'417945',1997,0,73,82,64 
17,137,5,'417945',1997,0,72,83,61 
18,138,5,'417945',1997,0,78,85,70 
19,139,5,'417945',1997,0.23,77,86,67 
20,140,5,'417945',1997,0.36,72,79,65 
21,141,5,'417945',1997,0.07,73,79,66 
22,142,5,'417945',1997,0.67,73,78,68 
23,143,5,'417945',1997,0.11,74,80,68 
24,144,5,'417945',1997,0.18,78,86,69 
25,145,5,'417945',1997,0,82,91,72 
26,146,5,'417945',1997,0.01,83,91,75 
27,147,5,'417945',1997,0.15,78,89,66 
28,148,5,'417945',1997,0,77,86,67 
29,149,5,'417945',1997,0,76,86,65 
30,150,5,'417945',1997,0,80,87,73 
31,151,5,'417945',1997,0,76,85,67 
1,152,6,'417945',1997,0,72,85,59 
2,153,6,'417945',1997,0,75,87,63 
3,154,6,'417945',1997,0,77,88,65 
4,155,6,'417945',1997,0.09,81,92,69 
5,156,6,'417945',1997,0,81,88,73 
6,157,6,'417945',1997,0.64,79,89,69 
7,158,6,'417945',1997,0.13,76,83,69 
8,159,6,'417945',1997,0.03,79,87,70 
9,160,6,'417945',1997,0.35,77,87,67 
10,161,6,'417945',1997,0.12,78,83,72 
11,162,6,'417945',1997,0,79,89,69 
12,163,6,'417945',1997,0,82,91,73 
13,164,6,'417945',1997,0.01,82,89,75 
14,165,6,'417945',1997,0,84,91,77 
15,166,6,'417945',1997,1.2,79,88,70 
16,167,6,'417945',1997,0.03,83,90,76 
17,168,6,'417945',1997,0.01,86,95,77 
18,169,6,'417945',1997,0,83,92,73 
19,170,6,'417945',1997,0,84,92,76 
20,171,6,'417945',1997,0,83,90,76 
21,172,6,'417945',1997,2.66,73,80,66 
22,173,6,'417945',1997,1.62,78,87,68 
23,174,6,'417945',1997,0.03,80,87,73 
24,175,6,'417945',1997,0.16,78,86,69 
25,176,6,'417945',1997,0.22,79,88,69 
26,177,6,'417945',1997,0,81,89,72 
27,178,6,'417945',1997,0,81,89,73 
28,179,6,'417945',1997,0,82,89,75 
29,180,6,'417945',1997,0,83,90,75 
30,181,6,'417945',1997,0,84,91,76 
1,182,7,'417945',1997,0,83,90,76 
2,183,7,'417945',1997,0,85,92,77 
3,184,7,'417945',1997,0,85,92,77 
4,185,7,'417945',1997,0,84,92,75 
5,186,7,'417945',1997,0,81,92,70 
6,187,7,'417945',1997,0,83,92,74 
7,188,7,'417945',1997,0,84,93,75 
8,189,7,'417945',1997,0,83,93,73 
9,190,7,'417945',1997,0,85,92,77 
10,191,7,'417945',1997,0,86,95,77 
11,192,7,'417945',1997,0,86,95,76 
12,193,7,'417945',1997,0,85,94,76 
13,194,7,'417945',1997,0,85,94,75 
14,195,7,'417945',1997,0,85,95,74 
15,196,7,'417945',1997,0,85,96,74 
16,197,7,'417945',1997,0,85,95,75 
17,198,7,'417945',1997,0,84,96,72 
18,199,7,'417945',1997,0,85,95,75 
19,200,7,'417945',1997,0,86,96,75 
20,201,7,'417945',1997,0,86,96,76 
21,202,7,'417945',1997,0,85,94,76 
22,203,7,'417945',1997,0,87,96,77 
23,204,7,'417945',1997,0,87,98,76 
24,205,7,'417945',1997,0,86,97,75 
25,206,7,'417945',1997,0,86,96,75 
26,207,7,'417945',1997,0,87,97,76 
27,208,7,'417945',1997,0,87,97,76 
28,209,7,'417945',1997,0,87,98,75 
29,210,7,'417945',1997,0,88,98,77 
30,211,7,'417945',1997,0,88,99,76 
31,212,7,'417945',1997,0,84,93,75 
1,213,8,'417945',1997,0,85,95,75 
2,214,8,'417945',1997,0,87,98,76 
3,215,8,'417945',1997,0,87,96,78 
4,216,8,'417945',1997,0,86,97,74 
5,217,8,'417945',1997,0,88,98,77 
6,218,8,'417945',1997,0,88,99,76 
7,219,8,'417945',1997,0.49,85,96,74 
8,220,8,'417945',1997,0.05,77,84,69 
9,221,8,'417945',1997,0,86,98,74 
10,222,8,'417945',1997,0,88,97,79 
11,223,8,'417945',1997,0,88,98,78 
12,224,8,'417945',1997,0,88,98,77 
13,225,8,'417945',1997,0,88,98,77 
14,226,8,'417945',1997,0,87,98,76 
15,227,8,'417945',1997,0,88,99,76 
16,228,8,'417945',1997,0,90,100,80 
17,229,8,'417945',1997,0,91,102,80 
18,230,8,'417945',1997,0,90,100,79 
19,231,8,'417945',1997,0,87,99,75 
20,232,8,'417945',1997,0,88,100,76 
21,233,8,'417945',1997,0,89,100,77 
22,234,8,'417945',1997,0,89,100,77 
23,235,8,'417945',1997,0.08,85,94,76 
24,236,8,'417945',1997,0,84,94,73 
25,237,8,'417945',1997,0,80,93,67 
26,238,8,'417945',1997,0,80,93,67 
27,239,8,'417945',1997,0,81,96,66 
28,240,8,'417945',1997,0,86,96,76 
29,241,8,'417945',1997,0,87,97,76 
30,242,8,'417945',1997,0,86,96,75 
31,243,8,'417945',1997,0,86,97,75 
1,244,9,'417945',1997,0,85,97,73 
2,245,9,'417945',1997,0,84,97,71 
3,246,9,'417945',1997,0.32,85,97,73 
4,247,9,'417945',1997,0.01,81,92,70 
5,248,9,'417945',1997,0,82,90,74 
6,249,9,'417945',1997,0,82,94,69 
7,250,9,'417945',1997,0,83,96,69 
8,251,9,'417945',1997,0,87,97,76 
9,252,9,'417945',1997,0.56,88,101,74 
10,253,9,'417945',1997,0,83,95,71 
11,254,9,'417945',1997,0,81,91,71 
12,255,9,'417945',1997,0,85,96,73 
13,256,9,'417945',1997,0,85,96,74 
14,257,9,'417945',1997,0,85,97,73 
15,258,9,'417945',1997,0,86,96,75 
16,259,9,'417945',1997,0,88,98,77 
17,260,9,'417945',1997,0,88,98,77 
18,261,9,'417945',1997,0,87,97,77 
19,262,9,'417945',1997,0,85,96,74 
20,263,9,'417945',1997,0,85,97,73 
21,264,9,'417945',1997,0,82,89,74 
22,265,9,'417945',1997,0.46,79,85,73 
23,266,9,'417945',1997,0.51,81,89,73 
24,267,9,'417945',1997,0,77,86,68 
25,268,9,'417945',1997,0,72,81,63 
26,269,9,'417945',1997,0,74,89,58 
27,270,9,'417945',1997,0,75,90,60 
28,271,9,'417945',1997,0,77,92,61 
29,272,9,'417945',1997,0,80,94,65 
30,273,9,'417945',1997,0,80,93,66 
1,274,10,'417945',1997,0,80,94,65 
2,275,10,'417945',1997,0,81,94,67 
3,276,10,'417945',1997,0,81,91,70 
4,277,10,'417945',1997,0,82,92,72 
5,278,10,'417945',1997,0,80,88,72 
6,279,10,'417945',1997,0.08,75,84,66 
7,280,10,'417945',1997,0.47,78,85,70 
8,281,10,'417945',1997,0.66,81,90,72 
9,282,10,'417945',1997,0.25,77,80,73 
10,283,10,'417945',1997,0.95,72,73,70 
11,284,10,'417945',1997,0.43,74,76,71 
12,285,10,'417945',1997,1.18,76,79,73 
13,286,10,'417945',1997,0.04,66,77,55 
14,287,10,'417945',1997,0,62,74,50 
15,288,10,'417945',1997,0,62,77,47 
16,289,10,'417945',1997,0,63,77,48 
17,290,10,'417945',1997,0,65,80,49 
18,291,10,'417945',1997,0,66,82,50 
19,292,10,'417945',1997,0,68,83,52 
20,293,10,'417945',1997,0,70,83,56 
21,294,10,'417945',1997,0,70,81,59 
22,295,10,'417945',1997,0,62,65,58 
23,296,10,'417945',1997,0.02,72,82,61 
24,297,10,'417945',1997,0,72,87,57 
25,298,10,'417945',1997,0,71,81,61 
26,299,10,'417945',1997,0,54,63,44 
27,300,10,'417945',1997,0,51,65,37 
28,301,10,'417945',1997,0,57,66,48 
29,302,10,'417945',1997,0,68,78,58 
30,303,10,'417945',1997,0,73,80,65 
31,304,10,'417945',1997,0,74,89,58 
1,305,11,'417945',1997,0,66,81,51 
2,306,11,'417945',1997,0,61,77,44 
3,307,11,'417945',1997,0,58,74,41 
4,308,11,'417945',1997,0,64,81,46 
5,309,11,'417945',1997,0,72,81,63 
6,310,11,'417945',1997,0,62,73,51 
7,311,11,'417945',1997,0,54,64,43 
8,312,11,'417945',1997,0,58,72,43 
9,313,11,'417945',1997,0.55,62,69,54 
10,314,11,'417945',1997,0,50,54,45 
11,315,11,'417945',1997,0.53,46,49,43 
12,316,11,'417945',1997,0.52,51,56,46 
13,317,11,'417945',1997,0.04,54,60,47 
14,318,11,'417945',1997,0,57,70,44 
15,319,11,'417945',1997,0.08,43,52,34 
16,320,11,'417945',1997,0,43,53,33 
17,321,11,'417945',1997,0,47,50,43 
18,322,11,'417945',1997,0.03,50,59,40 
19,323,11,'417945',1997,0,50,60,40 
20,324,11,'417945',1997,0,54,59,48 
